loyalty_number,country,province,city,postal code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_date,cancellation_date
379506,Canada,Alberta,Edmonton,T3G 6Y6,Female,Doctor,155273.0,Married,Nova,3088.0,Standard,2014-05-01,
423941,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Nova,3090.03,Standard,2015-10-01,
303396,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,49446.0,Married,Nova,3090.13,Standard,2014-08-01,2017-01-01
798954,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,54714.0,Married,Nova,3092.63,Standard,2013-07-01,
903641,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82198.0,Married,Star,8657.97,2018 Promotion,2018-04-01,
661546,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,47240.0,Married,Nova,3094.32,Standard,2018-11-01,
196367,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,96481.0,Married,Nova,3095.18,Standard,2013-10-01,
573649,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,96481.0,Married,Nova,3095.18,Standard,2012-11-01,
337235,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,71120.0,Married,Nova,3095.63,Standard,2014-01-01,
706820,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,71120.0,Married,Nova,3095.63,Standard,2016-07-01,
620406,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,3095.71,Standard,2012-07-01,
502943,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,56358.0,Divorced,Nova,3095.8,Standard,2013-01-01,
827677,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,21616.0,Divorced,Star,8697.88,2018 Promotion,2018-03-01,
624704,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,47715.0,Divorced,Nova,3096.51,Standard,2018-05-01,
686769,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,47715.0,Divorced,Nova,3096.51,Standard,2014-04-01,
690671,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47715.0,Divorced,Nova,3096.51,Standard,2016-09-01,
733515,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,47715.0,Divorced,Nova,3096.51,Standard,2018-07-01,
357988,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,53636.0,Divorced,Star,9052.95,2018 Promotion,2018-04-01,
974041,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Nova,3097.92,Standard,2016-06-01,
626560,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,28464.0,Divorced,Star,9100.79,2018 Promotion,2018-03-01,
820344,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Nova,3099.54,Standard,2018-07-01,
235398,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47445.0,Married,Nova,3102.79,Standard,2012-09-01,
514632,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,86543.0,Married,Nova,3103.92,Standard,2016-08-01,
581079,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,86543.0,Married,Nova,3103.92,Standard,2012-06-01,
324242,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,103058.0,Single,Nova,3105.35,Standard,2014-05-01,
669066,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,103058.0,Single,Nova,3105.35,Standard,2016-09-01,
616956,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,199831.0,Single,Nova,3106.48,Standard,2018-06-01,
779882,Canada,Newfoundland,St. John's,A1C 6H9,Male,Doctor,199831.0,Single,Nova,3106.48,Standard,2013-07-01,
540715,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,87231.0,Married,Star,9581.28,2018 Promotion,2018-04-01,
299454,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Nova,3107.59,Standard,2014-07-01,2018-08-01
429354,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,88606.0,Married,Nova,3109.01,Standard,2016-03-01,
612595,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,88606.0,Married,Nova,3109.01,Standard,2018-10-01,
708230,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,56088.0,Married,Nova,3112.05,Standard,2013-11-01,
224664,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,94534.0,Married,Nova,3113.34,Standard,2013-09-01,
873116,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,94534.0,Married,Nova,3113.34,Standard,2013-11-01,
209107,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,74490.0,Married,Star,10049.29,2018 Promotion,2018-03-01,
851563,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,96873.0,Divorced,Nova,3118.93,Standard,2017-06-01,
977080,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96873.0,Divorced,Nova,3118.93,Standard,2013-12-01,
973060,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,48743.0,Married,Nova,3118.98,Standard,2016-04-01,2018-01-01
293663,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,85263.0,Single,Nova,3122.98,Standard,2014-04-01,2017-05-01
248433,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,3123.08,Standard,2015-09-01,
314108,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Married,Nova,3123.08,Standard,2014-07-01,
358201,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Nova,3123.08,Standard,2016-12-01,
480158,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Nova,3123.08,Standard,2015-06-01,
819521,Canada,British Columbia,Victoria,V10 6T5,Female,Master,69772.0,Divorced,Star,10083.49,2018 Promotion,2018-03-01,2018-11-01
824990,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Nova,3123.08,Standard,2015-12-01,
992002,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,3123.08,Standard,2015-08-01,
384744,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,91387.0,Single,Nova,3124.93,Standard,2015-06-01,
808920,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,57159.0,Divorced,Nova,3126.27,Standard,2017-11-01,
611356,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,67072.0,Married,Nova,3129.11,Standard,2012-05-01,
133859,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62681.0,Married,Nova,3130.68,Standard,2014-01-01,
744320,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,261788.0,Married,Star,10215.78,2018 Promotion,2018-02-01,
692129,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,3133.02,Standard,2015-06-01,
668235,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,90085.0,Divorced,Star,10626.81,2018 Promotion,2018-04-01,
946998,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,74970.0,Single,Nova,3133.5,Standard,2012-11-01,
300106,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72779.0,Married,Nova,3135.41,Standard,2015-04-01,2015-05-01
973524,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,72779.0,Married,Nova,3135.41,Standard,2012-07-01,
316290,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Nova,3135.58,Standard,2016-03-01,
338838,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Nova,3136.08,Standard,2015-12-01,
413115,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,3136.08,Standard,2012-10-01,
588789,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,75551.0,Married,Nova,3136.7,Standard,2016-03-01,
686044,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75551.0,Married,Nova,3136.7,Standard,2013-04-01,
820341,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,54720.0,Married,Nova,3139.17,Standard,2012-07-01,
833165,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,54720.0,Married,Nova,3139.17,Standard,2018-11-01,
149655,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63737.0,Married,Nova,3141.25,Standard,2017-08-01,
164064,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,49482.0,Married,Nova,3141.33,Standard,2016-02-01,2016-10-01
893574,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,49482.0,Married,Nova,3141.33,Standard,2017-08-01,
192115,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,63580.0,Single,Nova,3142.74,Standard,2014-02-01,
570971,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,63580.0,Single,Nova,3142.74,Standard,2017-12-01,
548682,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,75891.0,Married,Nova,3142.81,Standard,2017-02-01,
692856,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,48096.0,Married,Star,10861.52,2018 Promotion,2018-02-01,
962657,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Divorced,Nova,3142.88,Standard,2017-04-01,
139511,Canada,Ontario,London,M5B 3E4,Male,Bachelor,70018.0,Married,Nova,3145.46,Standard,2012-09-01,
830394,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,52461.0,Single,Nova,3146.04,Standard,2015-09-01,2016-05-01
922000,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52461.0,Single,Nova,3146.04,Standard,2016-03-01,
533391,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,53638.0,Divorced,Nova,3147.97,Standard,2018-01-01,
681328,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53638.0,Divorced,Nova,3147.97,Standard,2017-06-01,
610684,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Nova,3148.42,Standard,2012-12-01,
766775,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Married,Nova,3148.42,Standard,2016-06-01,
998072,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,97206.0,Married,Nova,3151.16,Standard,2014-07-01,2018-01-01
327203,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,74504.0,Married,Nova,3155.91,Standard,2017-12-01,
570806,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74504.0,Married,Nova,3155.91,Standard,2015-09-01,
797992,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,66046.0,Single,Nova,3157.55,Standard,2018-06-01,
801368,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,74530.0,Married,Nova,3157.74,Standard,2013-11-01,
348672,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Nova,3161.17,Standard,2013-04-01,
469545,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Nova,3161.17,Standard,2013-03-01,2016-12-01
438526,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,3164.38,Standard,2015-02-01,
502946,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,3164.38,Standard,2018-01-01,
188307,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Nova,3164.49,Standard,2014-04-01,2018-07-01
215567,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Nova,3164.49,Standard,2015-01-01,
169418,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,3173.03,Standard,2018-01-01,
376983,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,79255.0,Single,Nova,3176.36,Standard,2018-10-01,
801948,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,79255.0,Single,Nova,3176.36,Standard,2018-09-01,
546025,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57921.0,Single,Nova,3176.87,Standard,2014-05-01,
674372,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,57921.0,Single,Nova,3176.87,Standard,2018-07-01,
248950,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,80013.0,Married,Nova,3179.47,Standard,2018-07-01,
700096,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69218.0,Married,Nova,3184.36,Standard,2013-04-01,
815804,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,69218.0,Married,Nova,3184.36,Standard,2016-04-01,
205087,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Nova,3187.35,Standard,2012-08-01,
979634,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Married,Nova,3187.35,Standard,2015-08-01,2018-09-01
546231,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,91238.0,Married,Nova,3188.53,Standard,2015-10-01,
990918,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,91238.0,Married,Nova,3188.53,Standard,2016-08-01,
967772,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Nova,3189.67,Standard,2013-10-01,
286718,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,90871.0,Married,Nova,3193.16,Standard,2017-08-01,
750154,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,70435.0,Single,Nova,3193.46,Standard,2013-03-01,2013-11-01
404012,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,100256.0,Married,Nova,3193.82,Standard,2018-09-01,
949134,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100256.0,Married,Nova,3193.82,Standard,2013-06-01,
446403,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,77872.0,Married,Nova,3196.58,Standard,2012-05-01,
822066,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Nova,3199.7,Standard,2017-10-01,
375757,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,3199.75,Standard,2014-05-01,
652816,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,89557.0,Married,Nova,3199.82,Standard,2014-01-01,
669028,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Married,Nova,3200.8,Standard,2018-11-01,
503673,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,81936.0,Married,Nova,3203.3,Standard,2016-03-01,
950029,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,81936.0,Married,Nova,3203.3,Standard,2015-01-01,
511444,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,49977.0,Married,Nova,3207.47,Standard,2016-02-01,
818995,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,70226.0,Married,Nova,3208.23,Standard,2014-11-01,
257981,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61275.0,Married,Nova,3208.92,Standard,2013-04-01,
203293,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,89345.0,Divorced,Nova,3209.66,Standard,2013-09-01,
281305,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,67765.0,Divorced,Nova,3210.14,Standard,2013-06-01,
136232,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Divorced,Nova,3210.42,Standard,2014-11-01,
348475,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,126281.0,Divorced,Nova,3211.07,Standard,2014-07-01,
399514,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,71409.0,Divorced,Nova,3214.98,Standard,2017-05-01,2018-01-01
919340,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,71409.0,Divorced,Nova,3214.98,Standard,2016-03-01,
974330,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,49608.0,Married,Nova,3215.2,Standard,2013-09-01,
895544,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82234.0,Married,Nova,3218.61,Standard,2012-10-01,
272893,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,65488.0,Married,Nova,3219.15,Standard,2016-06-01,
835149,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,65488.0,Married,Nova,3219.15,Standard,2017-07-01,
563094,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,11003.54,2018 Promotion,2018-04-01,
515142,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,58282.0,Married,Nova,3220.78,Standard,2015-12-01,2016-08-01
879416,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,88897.0,Married,Nova,3221.79,Standard,2018-11-01,
999120,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,88897.0,Married,Nova,3221.79,Standard,2016-04-01,
521431,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Nova,3223.22,Standard,2012-09-01,
349695,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,83332.0,Married,Nova,3223.33,Standard,2018-11-01,
522261,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,53571.0,Married,Nova,3225.4,Standard,2017-03-01,
454609,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,99062.0,Single,Nova,3226.52,Standard,2018-06-01,
707273,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,99062.0,Single,Nova,3226.52,Standard,2017-02-01,2017-11-01
331325,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,60091.0,Divorced,Nova,3226.79,Standard,2015-09-01,
682528,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,92826.0,Married,Nova,3226.85,Standard,2012-11-01,
937862,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,92826.0,Married,Nova,3226.85,Standard,2016-07-01,
488071,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2013-01-01,
499346,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2018-06-01,
369084,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Married,Star,11039.32,2018 Promotion,2018-04-01,
757387,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2015-06-01,
786391,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2013-01-01,
837273,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2018-11-01,
841204,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2013-07-01,
844348,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77914.0,Divorced,Nova,3230.58,Standard,2016-07-01,
261964,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,3233.26,Standard,2014-02-01,
832983,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,87853.0,Single,Star,13027.42,2018 Promotion,2018-02-01,
323593,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Nova,3237.31,Standard,2018-10-01,
790341,Canada,Quebec,Montreal,H2Y 2W2,Female,Doctor,274634.0,Divorced,Nova,3237.5,Standard,2016-12-01,
910576,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,75883.0,Single,Nova,3237.92,Standard,2012-06-01,
132756,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,75990.0,Married,Nova,3238.0,Standard,2017-08-01,
246800,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2016-04-01,
298156,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2018-11-01,
375722,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2015-03-01,
411715,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75990.0,Married,Nova,3238.0,Standard,2018-07-01,
532848,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2017-09-01,2017-12-01
816122,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,75990.0,Married,Nova,3238.0,Standard,2017-09-01,2018-05-01
894691,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,75990.0,Married,Nova,3238.0,Standard,2018-01-01,
976695,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2016-08-01,
991230,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,75990.0,Married,Nova,3238.0,Standard,2012-07-01,
383842,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,82211.0,Married,Nova,3238.93,Standard,2017-10-01,
459948,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,82211.0,Married,Nova,3238.93,Standard,2017-06-01,
664054,Canada,Ontario,Toronto,M2P 4F6,Female,Doctor,123647.0,Single,Nova,3239.12,Standard,2016-12-01,
730370,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Divorced,Star,16963.84,2018 Promotion,2018-04-01,
248487,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,80853.0,Married,Nova,3241.31,Standard,2013-04-01,
507486,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,80853.0,Married,Nova,3241.31,Standard,2012-05-01,
385638,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,97176.0,Divorced,Nova,3241.59,Standard,2016-11-01,2017-07-01
662166,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,56567.0,Single,Nova,3241.84,Standard,2014-08-01,
299573,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,84834.0,Married,Nova,3242.04,Standard,2015-10-01,2018-02-01
839422,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,84834.0,Married,Nova,3242.04,Standard,2018-06-01,
250609,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,81741.0,Divorced,Nova,3244.82,Standard,2018-07-01,
131673,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,65885.0,Married,Nova,3245.33,Standard,2016-12-01,
728316,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,65885.0,Married,Nova,3245.33,Standard,2017-01-01,2017-09-01
983450,Canada,Ontario,London,M5B 3E4,Male,Bachelor,57951.0,Married,Nova,3245.48,Standard,2014-07-01,2015-07-01
530436,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,46663.0,Married,Nova,3252.83,Standard,2015-10-01,
653340,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,46663.0,Married,Nova,3252.83,Standard,2014-03-01,
105841,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55130.0,Married,Star,17420.57,2018 Promotion,2018-03-01,
745636,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Nova,3256.77,Standard,2017-08-01,
852597,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70530.0,Married,Nova,3259.89,Standard,2014-11-01,
418233,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Nova,3260.74,Standard,2014-07-01,2016-03-01
491704,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,3260.74,Standard,2014-01-01,2014-09-01
724033,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Divorced,Nova,3261.02,Standard,2017-02-01,
130548,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2014-02-01,
198813,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2012-10-01,
270011,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2012-05-01,
344990,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2016-06-01,
369121,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2015-01-01,
591758,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2013-07-01,
628320,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2012-07-01,
741725,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,50800.0,Divorced,Nova,3265.16,Standard,2013-06-01,2017-06-01
562655,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,52929.0,Single,Nova,3267.71,Standard,2014-05-01,
164973,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,3268.32,Standard,2017-05-01,
394363,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Nova,3268.32,Standard,2018-08-01,
577195,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,51034.0,Married,Nova,3269.01,Standard,2018-10-01,
822653,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,51034.0,Married,Nova,3269.01,Standard,2012-08-01,
317060,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,3272.01,Standard,2013-06-01,
511302,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,93278.0,Married,Nova,3274.04,Standard,2014-08-01,
682654,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55093.0,Married,Nova,3274.19,Standard,2014-02-01,2017-12-01
365635,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82590.0,Married,Nova,3275.16,Standard,2012-07-01,
616739,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,82590.0,Married,Nova,3275.16,Standard,2015-11-01,
835760,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,83310.0,Single,Nova,3278.53,Standard,2012-06-01,
777990,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,3288.21,Standard,2012-12-01,
867833,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Nova,3288.21,Standard,2013-06-01,
245419,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Nova,3288.66,Standard,2013-10-01,
731819,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Nova,3288.66,Standard,2017-04-01,
235220,Canada,Ontario,Toronto,P1L 8X8,Female,High School or Below,55648.0,Single,Nova,3288.83,Standard,2014-11-01,2015-07-01
296626,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61248.0,Single,Nova,3289.12,Standard,2015-05-01,
553954,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61248.0,Single,Nova,3289.12,Standard,2013-08-01,
108381,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,47966.0,Married,Nova,3289.13,Standard,2014-11-01,
176284,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Married,Nova,3289.55,Standard,2016-09-01,
510505,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Married,Nova,3289.55,Standard,2012-12-01,
639258,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,3293.25,Standard,2017-08-01,
446135,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,80286.0,Single,Nova,3299.34,Standard,2018-08-01,
909068,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57753.0,Married,Star,19185.07,2018 Promotion,2018-03-01,
664666,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,3300.68,Standard,2013-03-01,
654983,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,53409.0,Single,Nova,3303.09,Standard,2018-12-01,
